Employee_id,Department,Department_Name,Division,Gender,Base_Salary,2021_Overtime_Pay,2021_Longevity_Pay,Post_Code,Position,Race,Bonus_Level,Length_of_Service,Education,base_bonus,other_bonus
573,DOT,Department of Transportation,Highway Services,M,61939.79,0.0,0.0,78201,Senior,White,4,4,Ph.D,74327.748,0.0
574,DOT,Department of Transportation,Highway Services,M,56995.42,10166.19,0.0,19102,Manager,Hispanic,4,6,Ph.D,91192.672,3558.1665
575,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,45435.15,0.0,0.0,19102,Senior,White,3,9,Master,95413.815,0.0
576,POL,Department of Police,CRB Community Engagement Division Community Resource Section,M,95112.0,5787.76,3304.47,75201,Senior,Pacific Islander,3,1,High School,47556.0,2851.8335
577,REC,Department of Recreation,Southern Region,F,116721.84,0.0,0.0,10001,Junior,Pacific Islander,5,4,Ph.D,151738.39200000002,0.0
578,HHS,Department of Health and Human Services,Child Welfare Services,F,106250.0,0.0,3164.72,92101,Senior,Hispanic,1,10,Master,223125.0,791.18
579,POL,Department of Police,PSB 3rd District Patrol,M,57085.0,6133.5,0.0,10001,Manager,White,5,7,Master,108461.5,2146.725
580,TBS,Department of Technology and Enterprise Business Solutions,CIO System Center Configuration Management,M,102000.0,0.0,0.0,78201,Senior,Native American,5,8,Ph.D,214200.0,0.0
581,FIN,Department of Finance,Operations and Administration - Risk Management,F,92211.0,0.0,0.0,78201,Junior,White,1,8,Ph.D,156758.7,0.0
582,DGS,Department of General Services,Contracting and Accounts Payable,F,101350.0,0.0,1453.28,90001,Junior,Black,4,5,High School,141890.0,363.32
583,DPS,Department of Permitting Services,Commercial Structural and Complex Structures,M,86733.95,3801.0,0.0,92101,Senior,Hispanic,1,10,Ph.D,182141.295,1330.35
584,FRS,Fire and Rescue Services,Station 28,M,59830.0,7152.32,0.0,78201,Assistant,Asian,4,10,Master,143592.0,2503.312
585,FIN,Department of Finance,FIN 32 Payroll,F,72930.0,0.0,2172.56,85001,Assistant,Pacific Islander,2,8,High School,131274.0,543.14
586,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,4090.88,0.0,19102,Manager,Black,5,7,Ph.D,159468.90000000002,1431.808
587,ABS,Alcohol Beverage Services,Olney,M,67966.19,0.0,0.0,90001,Manager,Hispanic,5,4,Master,88356.047,0.0
588,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,67889.46,0.0,0.0,95113,Senior,Other,4,2,Bachelor,54311.56800000001,0.0
589,FRS,Fire and Rescue Services,Rescue 2,M,56980.0,23293.47,0.0,90001,Manager,Pacific Islander,2,2,High School,34188.0,8152.7145
590,FRS,Fire and Rescue Services,Station 14,M,87356.0,1764.43,0.0,92101,Assistant,Native American,2,1,High School,34942.4,617.5504999999999
591,COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,78333.0,3876.96,0.0,78201,Junior,Other,2,7,Ph.D,125332.8,1356.936
592,FRS,Fire and Rescue Services,Human Resources Division,M,171146.0,0.0,12100.4,10001,Senior,Native American,3,7,Bachelor,290948.2,3025.1
593,DPS,Department of Permitting Services,Land Development Sediment and Stormwater Inspection,M,88244.1,0.0,0.0,92101,Assistant,Other,3,2,Ph.D,61770.87000000001,0.0
594,FRS,Fire and Rescue Services,Community Emergency Response Team (CERT),M,92211.0,0.0,0.0,85001,Assistant,Other,4,2,Ph.D,73768.8,0.0
595,DOT,Department of Transportation,Highway Services,M,55734.75,17207.22,0.0,78201,Assistant,Asian,4,10,Bachelor,133763.4,6022.527
596,FRS,Fire and Rescue Services,Station 25,M,55052.0,7036.85,0.0,78201,Senior,Black,5,1,Master,38536.40000000001,2462.8975
597,LIB,Department of Public Libraries,Gaithersburg Library,F,23454.75,0.0,0.0,75201,Junior,Hispanic,2,10,High School,51600.45,0.0
598,DPS,Department of Permitting Services,Zoning and Site Plan Compliance,F,88893.08,0.0,0.0,10001,Junior,White,3,3,Ph.D,80003.77200000001,0.0
599,CEC,Community Engagement Cluster,Wheaton Urban District,M,48981.06,2156.28,0.0,60601,Assistant,Other,1,9,Bachelor,93064.014,754.698
600,DOT,Department of Transportation,Highway Services,M,52028.44,6692.13,0.0,78201,Junior,Other,4,1,Ph.D,31217.06400000001,2342.2455
601,LIB,Department of Public Libraries,Bethesda Library,M,63425.0,0.0,3835.52,95113,Senior,Other,5,6,Master,107822.5,958.88
602,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,87790.81,0.0,0.0,92101,Assistant,Asian,3,9,High School,184360.701,0.0
603,POL,Department of Police,FSB Traffic Division School Safety Section,F,72930.0,0.0,2050.56,90001,Senior,White,2,2,Ph.D,43758.0,512.64
604,POL,Department of Police,POL 47 MSB Communications Division,F,42601.0,0.0,0.0,90001,Manager,Other,5,8,Ph.D,89462.1,0.0
605,HHS,Department of Health and Human Services,Child Welfare Services,F,163330.8,0.0,0.0,10001,Assistant,Black,3,5,Bachelor,212330.04,0.0
606,OAS,Office of Animal Services,Animal Services Division,F,43805.97,2293.7,0.0,92101,Junior,White,2,6,Ph.D,61328.35800000001,802.7949999999998
607,ABS,Alcohol Beverage Services,Beer Warehouse Operations,M,60555.0,10164.53,1253.36,60601,Assistant,Hispanic,2,6,Ph.D,84777.0,3870.9255
608,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,80800.0,6809.65,0.0,60601,Assistant,White,1,1,Ph.D,24240.0,2383.3775
609,REC,Department of Recreation,Aquatic Team Management,M,73439.73,1974.96,0.0,10001,Manager,White,5,2,Master,66095.757,691.236
610,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,106250.0,18747.6,0.0,10001,Assistant,Native American,1,10,Master,223125.0,6561.659999999999
611,POL,Department of Police,PSB 3rd District Patrol,M,55154.0,2779.47,0.0,85001,Assistant,Asian,1,2,Master,27577.000000000004,972.8144999999998
612,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,101350.0,0.0,0.0,10001,Assistant,Asian,3,9,Bachelor,212835.0,0.0
613,POL,Department of Police,POL 47 MSB Training and Education Division,F,17415.5,0.0,0.0,77001,Senior,Hispanic,2,3,Bachelor,13932.4,0.0
614,DGS,Department of General Services,Fleet Management Fleet Services,M,106250.0,4572.5,0.0,19102,Assistant,Other,2,8,High School,191250.0,1600.375
615,FRS,Fire and Rescue Services,Station 22,M,81546.0,1198.7,0.0,10001,Junior,Pacific Islander,1,6,Master,106009.80000000002,419.545
616,FRS,Fire and Rescue Services,FRS 45 Station 18,M,117435.0,13898.74,3781.15,77001,Junior,Other,2,4,Ph.D,117435.0,5809.8465
617,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,83913.0,19423.83,0.0,10001,Senior,Pacific Islander,3,7,Master,142652.1,6798.3405
618,FRS,Fire and Rescue Services,Station 11,M,87356.0,9057.46,3035.76,19102,Manager,White,5,10,Master,218390.0,3929.051
619,COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 3,F,60088.66,0.0,0.0,95113,Manager,Native American,3,7,Ph.D,102150.722,0.0
620,HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,86817.49,0.0,0.0,85001,Senior,Native American,2,9,Bachelor,173634.98,0.0
621,COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,120190.0,1379.32,5611.48,19102,Senior,Other,1,1,Master,36057.0,1885.632
622,POL,Department of Police,PSB 4th District Patrol,M,95112.0,4242.09,6724.51,19102,Assistant,Asian,1,7,Ph.D,142668.00000000003,3165.859
623,COR,Correction and Rehabilitation,MSD Fiscal Services,F,101350.0,0.0,0.0,92101,Senior,Native American,3,9,Bachelor,212835.0,0.0
624,POL,Department of Police,CRB Community Engagement Division Community Resource Section,M,91894.0,8898.32,0.0,90001,Senior,Native American,5,10,Master,229735.0,3114.412
625,POL,Department of Police,CRB Community Engagement Division Community Resource Section,F,95112.0,4302.55,3304.47,90001,Junior,White,2,1,Bachelor,38044.8,2332.01
626,ABS,Alcohol Beverage Services,Liquor and WIne Loading,M,40392.95,2722.56,0.0,10001,Junior,Pacific Islander,2,7,Master,64628.72,952.896
627,HHS,Department of Health and Human Services,Child Welfare Services,F,63425.0,0.0,3835.52,10001,Assistant,Pacific Islander,3,9,Bachelor,133192.5,958.88
628,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,140597.65,0.0,0.0,78201,Assistant,Black,3,10,Bachelor,323374.595,0.0
629,FRS,Fire and Rescue Services,Station 31,M,95340.0,19272.83,0.0,85001,Senior,Other,3,2,High School,66738.0,6745.4905
630,DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,45634.8,1122.15,0.0,92101,Senior,Hispanic,5,9,Master,104960.04,392.7525
631,CEX,Offices of the County Executive,Chief Administrative Officer's Office,F,60932.55,0.0,0.0,92101,Senior,Pacific Islander,3,1,High School,30466.275000000005,0.0
632,DOT,Department of Transportation,Transit Nicholson Ride On,M,69159.1,10058.89,0.0,92101,Manager,Hispanic,5,4,Bachelor,89906.83000000002,3520.6114999999995
633,ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,64429.1,4451.91,0.0,78201,Assistant,Asian,5,1,Bachelor,45100.37,1558.1684999999998
634,CEC,Community Engagement Cluster,Regional Services Centers,M,145000.0,0.0,0.0,92101,Assistant,Asian,1,8,Master,246500.0,0.0
635,FIN,Department of Finance,FIN 32 General Accounting,M,99852.0,0.0,0.0,78201,Senior,White,1,9,Ph.D,189718.8,0.0
636,POL,Department of Police,MSB Training and Education Division,M,99865.0,11339.57,3469.57,77001,Senior,Other,3,7,High School,169770.5,4836.242
637,DOT,Department of Transportation,Transit Management Services,F,101350.0,0.0,0.0,78201,Assistant,Other,4,5,High School,141890.0,0.0
638,FRS,Fire and Rescue Services,Station 24,M,73548.0,0.0,0.0,19102,Manager,White,2,4,Bachelor,73548.0,0.0
639,POL,Department of Police,PSB 4th District Patrol,F,71051.79,9296.78,0.0,90001,Senior,Hispanic,2,8,High School,127893.222,3253.873
640,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,76419.0,25169.2,0.0,85001,Senior,Other,4,6,High School,122270.4,8809.22
641,POL,Department of Police,FSB Security Services Division,M,69604.0,224.91,0.0,78201,Manager,Native American,5,8,Ph.D,146168.40000000002,78.71849999999999
642,POL,Department of Police,ISB Special Victims Investigations Division Exploitation and Registry,M,95112.0,30651.66,3304.47,78201,Assistant,Hispanic,4,7,Ph.D,171201.60000000003,11554.1985
643,ABS,Alcohol Beverage Services,Beer Delivery Operations,M,69604.0,4356.14,4207.77,90001,Senior,Asian,2,2,Master,41762.4,2576.5915000000005
644,DGS,Department of General Services,Fleet Management Fleet Services,M,75701.36,0.0,0.0,95113,Senior,Asian,3,6,High School,113552.04,0.0
645,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,186000.0,0.0,0.0,10001,Assistant,Black,5,8,High School,390600.0,0.0
646,ABS,Alcohol Beverage Services,Fallsgrove,M,55865.63,170.69,0.0,19102,Senior,Pacific Islander,5,10,High School,139664.075,59.7415
647,POL,Department of Police,PSB 3rd District Patrol,M,62037.0,3617.13,0.0,77001,Junior,Other,2,4,High School,62037.00000000001,1265.9955
648,DOT,Department of Transportation,DOT 50 Transit Safety and Instruction,F,101350.0,0.0,2013.44,90001,Junior,Asian,2,10,Bachelor,222970.0,503.36
649,TBS,Department of Technology and Enterprise Business Solutions,OBP Fibernet Operations (GF),M,152785.0,759.89,0.0,19102,Senior,Pacific Islander,1,4,Bachelor,137506.5,265.9615
650,FRS,Fire and Rescue Services,Station 40,M,96088.0,24311.53,3339.7,75201,Assistant,Hispanic,5,3,Bachelor,105696.80000000002,9343.9605
651,ABS,Alcohol Beverage Services,Liquor and WIne Loading,M,43271.0,947.22,0.0,75201,Assistant,Pacific Islander,2,1,High School,17308.4,331.527
652,HHS,Department of Health and Human Services,Child Welfare Services,F,55771.0,0.0,0.0,85001,Senior,Other,1,10,Ph.D,117119.1,0.0
653,FRS,Fire and Rescue Services,Station 28,M,96088.0,12295.37,0.0,60601,Junior,Hispanic,3,1,Master,48044.0,4303.3795
654,CAT,County Attorney's Office,Finance and Procurement,F,101350.0,0.0,1398.4,60601,Manager,Other,2,9,High School,202700.0,349.6
655,REC,Department of Recreation,Countywide Programs,F,84695.99,0.0,0.0,90001,Assistant,Native American,5,1,Ph.D,59287.193,0.0
656,FRS,Fire and Rescue Services,Station 31,M,75522.0,46865.38,0.0,78201,Assistant,White,2,4,High School,75522.0,16402.882999999998
657,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,51297.0,0.0,0.0,75201,Manager,Hispanic,5,4,Master,66686.1,0.0
658,COR,Correction and Rehabilitation,DS Food Services,M,57909.51,10127.66,0.0,60601,Assistant,Asian,3,10,Bachelor,133191.87300000002,3544.681
659,HHS,Department of Health and Human Services,Aging & Disability Services Division,M,87969.0,0.0,1419.84,85001,Manager,Native American,3,8,Ph.D,167141.09999999998,354.96
660,FRS,Fire and Rescue Services,Station 24,M,68658.0,30139.13,0.0,60601,Assistant,Native American,4,8,Bachelor,137316.0,10548.6955
661,FRS,Fire and Rescue Services,Station 25,M,64091.0,41660.7,0.0,19102,Junior,White,1,1,Master,19227.300000000003,14581.244999999995
662,OAG,Office of Agriculture,Agricultural Services,F,82803.89,0.0,0.0,92101,Assistant,Asian,1,7,Master,124205.835,0.0
663,LIB,Department of Public Libraries,Technology Management,M,125975.63,0.0,0.0,95113,Junior,Other,3,4,High School,138573.19300000003,0.0
664,POL,Department of Police,MSB Training and Education Division,F,82882.0,5558.21,0.0,19102,Junior,Black,2,6,High School,116034.80000000002,1945.3735
665,COR,Correction and Rehabilitation,DS Health Services,F,116825.0,249.02,0.0,75201,Manager,Other,1,4,High School,105142.5,87.157
666,FRS,Fire and Rescue Services,Field Recruits,M,48942.0,566.24,0.0,75201,Junior,Native American,1,8,Ph.D,83201.4,198.184
667,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,121731.4,0.0,0.0,75201,Assistant,Hispanic,1,6,High School,158250.82,0.0
668,POL,Department of Police,PSB 6th District Patrol,M,67420.0,897.6,0.0,90001,Manager,Hispanic,4,8,Master,134840.0,314.16
669,BOE,Board of Elections,Registration Services,M,66329.51,0.0,0.0,92101,Senior,Asian,1,10,Ph.D,139291.971,0.0
670,HHS,Department of Health and Human Services,Public Health Services Division,M,70000.0,0.0,0.0,60601,Senior,Black,3,9,Bachelor,147000.0,0.0
671,POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,M,101350.0,132619.66,0.0,19102,Manager,White,5,4,Master,131755.0,46416.881
672,FIN,Department of Finance,Tax Operations,F,128482.0,0.0,0.0,78201,Assistant,Hispanic,2,8,Master,231267.6,0.0
673,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,F,48073.0,17671.29,0.0,95113,Assistant,Hispanic,3,2,High School,33651.100000000006,6184.9515
674,HHS,Department of Health and Human Services,Chief Operating Officer Division,M,116825.0,0.0,0.0,95113,Senior,Other,5,7,High School,221967.5,0.0
675,FRS,Fire and Rescue Services,Station 4,M,64091.0,21100.07,0.0,60601,Manager,Native American,5,2,Ph.D,57681.9,7385.024499999999
676,FRS,Fire and Rescue Services,Emergency Medical & Integrated Healthcare Services,M,119197.0,144565.17,8427.91,60601,Senior,Other,2,1,High School,47678.8,52704.787
677,FRS,Fire and Rescue Services,Field Relief Personnel,M,119197.0,121581.74,8429.2,78201,Assistant,Native American,1,1,Ph.D,35759.100000000006,44660.909
678,POL,Department of Police,PSB 3rd District Patrol,F,55154.0,4226.37,0.0,77001,Junior,Native American,3,7,Master,93761.8,1479.2295
679,DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,146923.0,0.0,0.0,78201,Manager,Hispanic,3,6,High School,220384.5,0.0
680,POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,M,85783.0,2141.91,0.0,19102,Manager,Other,3,7,Bachelor,145831.1,749.6684999999999
681,SHF,Sheriff's Office,SHF 48 Court and Transport,M,50990.0,0.0,0.0,60601,Assistant,Black,1,4,High School,45891.0,0.0
682,HHS,Department of Health and Human Services,School Health Services,F,49085.39,1112.18,0.0,95113,Assistant,White,2,8,Master,88353.70199999999,389.263
683,POL,Department of Police,PSB 5th District Patrol,M,95112.0,6353.55,2295.27,19102,Senior,White,5,3,Bachelor,104623.2,2797.56
684,COR,Correction and Rehabilitation,PTS Pre-Trial Services,F,66446.0,0.0,1980.16,78201,Senior,Other,3,3,High School,59801.40000000001,495.04
685,FRS,Fire and Rescue Services,Third Battalion - Administration,M,88999.0,33954.69,0.0,90001,Assistant,Other,5,3,Master,97898.9,11884.1415
686,FRS,Fire and Rescue Services,Station 10,M,84401.0,8709.66,0.0,92101,Assistant,Black,1,3,Bachelor,59080.7,3048.381
687,FRS,Fire and Rescue Services,Station 22,M,84401.0,10088.03,0.0,75201,Manager,Asian,1,1,Bachelor,25320.300000000003,3530.8105
688,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,45634.8,6296.79,0.0,77001,Manager,Pacific Islander,3,4,Master,50198.280000000006,2203.8765
689,DPS,Department of Permitting Services,DPS 75 Information Technology Services,M,135000.0,0.0,0.0,92101,Senior,White,1,6,High School,175500.0,0.0
690,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,102452.62,0.0,0.0,60601,Assistant,Other,3,1,Master,51226.31,0.0
691,FRS,Fire and Rescue Services,Station 18,M,96088.0,51227.13,0.0,85001,Assistant,Asian,3,9,Bachelor,201784.8,17929.495499999997
692,LIB,Department of Public Libraries,Marilyn J Praisner Library,M,19513.51,0.0,0.0,10001,Manager,Pacific Islander,3,5,High School,25367.563,0.0
693,DOT,Department of Transportation,Transit Gaithersburg Ride On,F,50596.22,12805.56,0.0,10001,Assistant,Black,5,9,Bachelor,116371.306,4481.946
694,POL,Department of Police,PSB 6th District Patrol,M,64209.0,3332.8,0.0,90001,Senior,White,4,5,Bachelor,89892.6,1166.48
695,POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,95112.0,9769.84,1408.44,90001,Senior,Hispanic,1,8,Ph.D,161690.40000000002,3771.554
696,SHF,Sheriff's Office,Warrant Section,M,72843.0,879.37,0.0,92101,Junior,Other,4,9,Ph.D,160254.6,307.7795
697,HHS,Department of Health and Human Services,Child Welfare Services,F,70056.61,0.0,0.0,19102,Assistant,Hispanic,4,1,High School,42033.966,0.0
698,OAS,Office of Animal Services,Animal Services Division,F,87969.0,2557.71,1820.16,77001,Senior,Black,5,5,Bachelor,131953.5,1350.2385
699,SHF,Sheriff's Office,Child Support,M,92679.0,1692.33,0.0,75201,Manager,Hispanic,4,5,High School,129750.6,592.3154999999999
700,HHS,Department of Health and Human Services,School Health Services,F,45821.07,1381.11,0.0,95113,Manager,Pacific Islander,1,10,Master,96224.247,483.3884999999999
701,POL,Department of Police,MSB Communications Division,F,53350.82,6128.87,0.0,95113,Assistant,Pacific Islander,4,1,Master,32010.492,2145.1045
702,POL,Department of Police,POL 47 PSB 1st District Station,F,82691.0,0.0,191.04,10001,Junior,Other,2,9,High School,165382.00000000003,47.76
703,POL,Department of Police,POL 47 MSB Training and Education Division,F,17758.59,0.0,0.0,19102,Manager,Other,2,4,Bachelor,17758.59,0.0
704,FRS,Fire and Rescue Services,Emergency Medical & Integrated Healthcare Services,M,85866.6,0.0,0.0,95113,Senior,White,4,8,Ph.D,171733.20000000004,0.0
705,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,63721.0,5713.54,0.0,19102,Junior,Native American,3,5,Master,82837.3,1999.739
706,LIB,Department of Public Libraries,Quince Orchard Library,F,59365.47,0.0,0.0,10001,Assistant,Hispanic,3,2,Master,41555.829000000005,0.0
707,HHS,Department of Health and Human Services,School Health Services,F,86740.01,0.0,0.0,60601,Manager,Pacific Islander,1,2,High School,43370.005000000005,0.0
708,LIB,Department of Public Libraries,LIB 71 Olney Library,F,31244.0,0.0,342.76,85001,Junior,Black,5,5,Ph.D,46866.0,85.69
709,POL,Department of Police,PSB 5th District Patrol,F,64209.0,7515.84,0.0,90001,Junior,White,1,5,Bachelor,70629.90000000001,2630.544
710,DOT,Department of Transportation,Commuter Services,F,92211.0,0.0,106.4,75201,Junior,Other,4,3,Master,92211.0,26.6
711,FIN,Department of Finance,Financial Analysis Audit and Compliance,M,109761.0,0.0,0.0,85001,Junior,Pacific Islander,2,2,Bachelor,65856.6,0.0
712,FRS,Fire and Rescue Services,Station 20,M,64091.0,22344.94,0.0,90001,Senior,Pacific Islander,2,2,Ph.D,38454.600000000006,7820.728999999999
713,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,0.0,0.0,95113,Assistant,Hispanic,4,9,Bachelor,184648.2,0.0
714,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,491.38,2500.16,95113,Manager,Pacific Islander,2,3,High School,67144.8,797.0229999999999
715,OAG,Office of Agriculture,Soil Conservation,M,142549.21,0.0,0.0,92101,Assistant,Native American,2,5,Bachelor,171059.052,0.0
716,FRS,Fire and Rescue Services,Station 26,M,56980.0,2486.52,0.0,95113,Manager,Hispanic,3,9,Master,119658.0,870.2819999999999
717,SHF,Sheriff's Office,Sheriff Domestic Violence,F,72930.0,1375.85,2172.56,75201,Manager,White,3,8,Bachelor,138567.0,1024.6875
718,HHS,Department of Health and Human Services,School Health Services,F,80982.2,2082.72,0.0,95113,Manager,Pacific Islander,3,10,Ph.D,186259.06,728.9519999999999
719,DHS,Office of Emergency Management and Homeland Security,Operations and Training,M,110098.79,0.0,0.0,90001,Senior,Asian,4,7,Ph.D,198177.822,0.0
720,FIN,Department of Finance,General Accounting,F,101350.0,0.0,0.0,85001,Manager,Other,1,5,High School,111485.0,0.0
721,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,78959.0,10267.8,0.0,77001,Manager,White,2,3,Ph.D,63167.2,3593.73
722,POL,Department of Police,PSB 3rd District Patrol,M,80077.0,7769.32,0.0,60601,Senior,White,1,8,Bachelor,136130.90000000002,2719.262
723,LIB,Department of Public Libraries,Olney Library,F,31663.89,0.0,0.0,78201,Junior,Asian,1,1,High School,9499.167,0.0
724,HHS,Department of Health and Human Services,Child Welfare Services,F,63425.0,0.0,0.0,75201,Senior,Native American,3,5,Master,82452.5,0.0
725,LIB,Department of Public Libraries,Rockville Library,F,61101.27,0.0,0.0,60601,Assistant,Pacific Islander,1,10,Bachelor,128312.66700000002,0.0
726,LIB,Department of Public Libraries,Marilyn J Praisner Library,F,80782.9,0.0,0.0,95113,Assistant,Asian,2,3,Ph.D,64626.32,0.0
727,POL,Department of Police,PSB 2nd District Special Assignment Team,M,95112.0,12831.17,0.0,10001,Manager,White,4,3,Ph.D,95112.0,4490.9095
728,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,58060.91,8871.24,0.0,60601,Senior,Pacific Islander,5,4,Ph.D,75479.183,3104.934
729,HCA,Department of Housing and Community Affairs,Community Development Neighborhood Revitalization,F,111407.0,0.0,6735.04,90001,Manager,Hispanic,4,4,Bachelor,133688.40000000002,1683.76
730,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,63425.0,0.0,3835.52,85001,Manager,Other,5,8,High School,133192.5,958.88
731,FRS,Fire and Rescue Services,Station 35,M,84401.0,50.73,0.0,77001,Assistant,Black,3,10,Bachelor,194122.3,17.755499999999998
732,POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,25302.14,0.0,0.0,95113,Manager,Hispanic,3,2,Master,17711.498,0.0
733,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,87969.0,0.0,1620.0,92101,Junior,Native American,3,6,Ph.D,131953.5,405.0
734,HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,53125.0,0.0,2140.71,95113,Senior,Native American,2,10,Bachelor,116875.0,535.1775
735,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,45634.8,5023.06,0.0,85001,Senior,Hispanic,1,6,Master,59325.24000000001,1758.071
736,FRS,Fire and Rescue Services,Station 13,M,96088.0,5493.73,0.0,77001,Manager,Native American,2,3,Master,76870.40000000001,1922.8055
737,POL,Department of Police,PSB 6th District Patrol,M,66458.0,220.4,0.0,60601,Senior,Other,5,1,Master,46520.6,77.14
738,POL,Department of Police,FSB Security Services Division,F,69604.0,1211.62,0.0,90001,Assistant,Pacific Islander,4,7,Master,125287.2,424.067
739,LIB,Department of Public Libraries,Gaithersburg Library,F,23654.7,0.0,0.0,78201,Assistant,Pacific Islander,2,3,High School,18923.76,0.0
740,FRS,Fire and Rescue Services,Station 25,M,68658.0,17741.5,0.0,75201,Manager,Other,4,10,Ph.D,164779.2,6209.525
741,HHS,Department of Health and Human Services,School Health Services,F,82187.83,467.16,0.0,60601,Senior,Other,5,3,High School,90406.613,163.506
742,FRS,Fire and Rescue Services,Fleet Operations,M,78968.89,8963.29,0.0,19102,Junior,White,3,6,Master,118453.335,3137.1515
743,TBS,Department of Technology and Enterprise Business Solutions,CIO Management Services,F,80086.0,0.0,4842.24,77001,Senior,Hispanic,3,8,High School,152163.40000000002,1210.56
744,HCA,Department of Housing and Community Affairs,Housing Landlord and Tenant Mediation,F,86668.31,0.0,0.0,77001,Senior,Native American,4,1,Ph.D,52000.986,0.0
745,POL,Department of Police,ISB Special Victims Investigations Division Child Abuse and Missing Children,F,95112.0,4723.21,0.0,92101,Assistant,Other,5,5,Master,142668.0,1653.1235
746,POL,Department of Police,MSB Communications Division,M,75436.03,9699.11,0.0,77001,Junior,Black,3,3,Bachelor,67892.427,3394.6885
747,ABS,Alcohol Beverage Services,Special Order Liquor and Wine Warehouse Operations,M,49209.7,7506.78,0.0,78201,Manager,White,2,10,High School,108261.34,2627.373
748,DOT,Department of Transportation,Transportation Engineering Administration,M,116825.0,0.0,3479.84,77001,Junior,Asian,4,1,Bachelor,70095.0,869.96
749,DOT,Department of Transportation,Traffic Engineering Studies Section,M,63578.83,1371.19,0.0,92101,Junior,Native American,5,2,Master,57220.94700000001,479.9165
750,FRS,Fire and Rescue Services,Fifth Battalion - Administration,M,102133.0,53284.0,0.0,78201,Junior,Pacific Islander,2,7,High School,163412.80000000002,18649.4
751,POL,Department of Police,CRB Community Engagement Division Community Resource Section,M,95112.0,361.95,6724.51,10001,Manager,Native American,2,2,Ph.D,57067.2,1807.81
752,DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,55268.47,1689.2,0.0,77001,Junior,Native American,4,7,High School,99483.246,591.22
753,TBS,Department of Technology and Enterprise Business Solutions,ODT Integrated Justice Information Systems,M,128483.0,0.0,0.0,60601,Senior,White,5,4,Master,167027.90000000002,0.0
754,COR,Correction and Rehabilitation,DS Health Services,F,77805.0,28.06,0.0,85001,Assistant,Black,5,9,High School,178951.5,9.821
755,DGS,Department of General Services,Fleet Automotive Heavy Equipment,M,83931.0,2876.76,0.0,60601,Assistant,Other,5,3,High School,92324.1,1006.866
756,ABS,Alcohol Beverage Services,ABS 85 Darnestown,M,48444.0,35.04,953.73,90001,Manager,Pacific Islander,5,1,Master,33910.8,250.6965
757,POL,Department of Police,MSB Personnel Division Administration,F,101350.0,0.0,2013.44,60601,Manager,Native American,3,2,Master,70945.0,503.36
758,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,47231.51,11271.28,0.0,85001,Assistant,Other,2,7,Bachelor,75570.41600000001,3944.948
759,DOT,Department of Transportation,Transit Silver Spring Ride On,M,61454.0,13303.68,0.0,85001,Senior,Asian,5,6,High School,104471.8,4656.288
760,FRS,Fire and Rescue Services,Station 12,M,68658.0,23230.75,0.0,85001,Junior,Pacific Islander,1,6,Master,89255.40000000001,8130.7625
761,ABS,Alcohol Beverage Services,Beer Loading,M,40841.1,2424.0,0.0,78201,Assistant,Asian,5,4,Master,53093.43,848.4
