Employee_id,Department,Department_Name,Division,Gender,Base_Salary,2021_Overtime_Pay,2021_Longevity_Pay,Post_Code,Position,Race,Bonus_Level,Length_of_Service,Education,other_bonus,base_bonus
553,HHS,Department of Health and Human Services,School Health Services,F,106250.0,0.0,0.0,75201,Junior,Native American,4,3,Ph.D,0.0,1242.3542771853845
554,ABS,Alcohol Beverage Services,Retail Administration,M,98105.93,0.0,0.0,75201,Junior,Asian,2,9,Master,0.0,-32.96794059444101
555,TBS,Department of Technology and Enterprise Business Solutions,ODT Web and Mobile Applications,M,128483.0,0.0,0.0,95113,Manager,Hispanic,4,6,Bachelor,0.0,-32.96794059444101
556,DOT,Department of Transportation,Transit Silver Spring Ride On,M,72416.01,973.77,0.0,90001,Junior,Other,3,5,Bachelor,340.81949999999995,28433.972061037388
557,POL,Department of Police,PSB 5th District Patrol,M,73684.0,53.14,0.0,75201,Manager,Asian,3,1,Ph.D,18.599,1520.513057676933
558,POL,Department of Police,PSB 5th District Special Assignment Team,M,95112.0,11931.07,0.0,92101,Assistant,Pacific Islander,1,4,Master,4175.8745,348756.8426361018
559,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,101350.0,0.0,3019.12,10001,Assistant,Hispanic,1,1,Bachelor,754.78,63010.01221292282
560,POL,Department of Police,PSB 2nd District Patrol,F,62037.0,3072.32,0.0,10001,Junior,Black,3,8,Bachelor,1075.312,17267.04678569454
561,FRS,Fire and Rescue Services,Station 9,M,87356.0,34887.85,2108.2,60601,Manager,White,3,1,Ph.D,12737.7975,1063891.241752325
562,LIB,Department of Public Libraries,Rockville Library,M,101151.93,0.0,0.0,75201,Senior,White,1,5,Ph.D,0.0,-32.96794059444101
563,FRS,Fire and Rescue Services,Station 2,M,61923.0,8958.76,0.0,77001,Assistant,Hispanic,3,10,Bachelor,3135.566,261865.1018387366
564,LIB,Department of Public Libraries,Wheaton Library,F,21168.08,0.0,0.0,10001,Assistant,Black,5,3,Bachelor,0.0,1242.3542771853845
565,DOT,Department of Transportation,Transit Silver Spring Ride On,M,69604.0,13116.6,80.32,95113,Senior,Native American,2,10,Ph.D,4610.889999999999,385091.5011233065
566,TBS,Department of Technology and Enterprise Business Solutions,ODT Geographic Information System,F,96362.25,0.0,2233.14,19102,Manager,Native American,4,8,High School,558.285,9562.121430451632
567,REC,Department of Recreation,Countywide Programs,F,60000.0,0.0,0.0,10001,Junior,White,5,7,Master,0.0,1242.3542771853845
568,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,53961.1,0.0,0.0,19102,Senior,White,3,9,High School,0.0,1242.3542771853845
569,OCP,Office of Consumer Protection,Operations,M,132938.89,0.0,0.0,10001,Assistant,Black,4,8,Ph.D,0.0,-32.96794059444101
570,TBS,Department of Technology and Enterprise Business Solutions,ODT Geographic Information System,M,128483.0,0.0,1772.64,75201,Manager,Pacific Islander,2,9,Ph.D,443.16,36981.95970035088
571,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,63721.0,6450.9,0.0,10001,Junior,Native American,3,9,Master,2257.815,34889.13876029318
572,HCA,Department of Housing and Community Affairs,Management Services,M,75908.72,0.0,0.0,60601,Junior,Asian,3,5,High School,0.0,-32.96794059444101
573,DOT,Department of Transportation,Highway Services,M,61939.79,0.0,0.0,78201,Senior,White,4,4,Ph.D,0.0,-32.96794059444101
574,DOT,Department of Transportation,Highway Services,M,56995.42,10166.19,0.0,19102,Manager,Hispanic,4,6,Ph.D,3558.1665,297162.797769162
575,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,45435.15,0.0,0.0,19102,Senior,White,3,9,Master,0.0,-32.96794059444101
576,POL,Department of Police,CRB Community Engagement Division Community Resource Section,M,95112.0,5787.76,3304.47,75201,Senior,Pacific Islander,3,1,High School,2851.8335,238166.3520488537
577,REC,Department of Recreation,Southern Region,F,116721.84,0.0,0.0,10001,Junior,Pacific Islander,5,4,Ph.D,0.0,1242.3542771853845
578,HHS,Department of Health and Human Services,Child Welfare Services,F,106250.0,0.0,3164.72,92101,Senior,Hispanic,1,10,Master,791.18,13032.80785613017
579,POL,Department of Police,PSB 3rd District Patrol,M,57085.0,6133.5,0.0,10001,Manager,White,5,7,Master,2146.725,179272.18265965904
580,TBS,Department of Technology and Enterprise Business Solutions,CIO System Center Configuration Management,M,102000.0,0.0,0.0,78201,Senior,Native American,5,8,Ph.D,0.0,-32.96794059444101
581,FIN,Department of Finance,Operations and Administration - Risk Management,F,92211.0,0.0,0.0,78201,Junior,White,1,8,Ph.D,0.0,1242.3542771853845
582,DGS,Department of General Services,Contracting and Accounts Payable,F,101350.0,0.0,1453.28,90001,Junior,Black,4,5,High School,363.32,6656.681730233009
583,DPS,Department of Permitting Services,Commercial Structural and Complex Structures,M,86733.95,3801.0,0.0,92101,Senior,Hispanic,1,10,Ph.D,1330.35,111084.48170994173
584,FRS,Fire and Rescue Services,Station 28,M,59830.0,7152.32,0.0,78201,Assistant,Asian,4,10,Master,2503.312,209056.10269463912
585,FIN,Department of Finance,FIN 32 Payroll,F,72930.0,0.0,2172.56,85001,Assistant,Pacific Islander,2,8,High School,543.14,9336.42510413762
586,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,4090.88,0.0,19102,Manager,Black,5,7,Ph.D,1431.808,119558.7585593754
587,ABS,Alcohol Beverage Services,Olney,M,67966.19,0.0,0.0,90001,Manager,Hispanic,5,4,Master,0.0,-32.96794059444101
588,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,67889.46,0.0,0.0,95113,Senior,Other,4,2,Bachelor,0.0,1242.3542771853845
589,FRS,Fire and Rescue Services,Rescue 2,M,56980.0,23293.47,0.0,90001,Manager,Pacific Islander,2,2,High School,8152.7145,680922.3017019404
590,FRS,Fire and Rescue Services,Station 14,M,87356.0,1764.43,0.0,92101,Assistant,Native American,2,1,High School,617.5504999999999,51547.921742882405
591,COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,78333.0,3876.96,0.0,78201,Junior,Other,2,7,Ph.D,1356.936,113305.0766784907
592,FRS,Fire and Rescue Services,Human Resources Division,M,171146.0,0.0,12100.4,10001,Senior,Native American,3,7,Bachelor,3025.1,252638.4320201956
593,DPS,Department of Permitting Services,Land Development Sediment and Stormwater Inspection,M,88244.1,0.0,0.0,92101,Assistant,Other,3,2,Ph.D,0.0,-32.96794059444101
594,FRS,Fire and Rescue Services,Community Emergency Response Team (CERT),M,92211.0,0.0,0.0,85001,Assistant,Other,4,2,Ph.D,0.0,-32.96794059444101
595,DOT,Department of Transportation,Highway Services,M,55734.75,17207.22,0.0,78201,Assistant,Asian,4,10,Bachelor,6022.527,502998.4453652985
596,FRS,Fire and Rescue Services,Station 25,M,55052.0,7036.85,0.0,78201,Senior,Black,5,1,Master,2462.8975,205680.4826180416
597,LIB,Department of Public Libraries,Gaithersburg Library,F,23454.75,0.0,0.0,75201,Junior,Hispanic,2,10,High School,0.0,1242.3542771853845
598,DPS,Department of Permitting Services,Zoning and Site Plan Compliance,F,88893.08,0.0,0.0,10001,Junior,White,3,3,Ph.D,0.0,1242.3542771853845
599,CEC,Community Engagement Cluster,Wheaton Urban District,M,48981.06,2156.28,0.0,60601,Assistant,Other,1,9,Bachelor,754.698,63003.16316502464
600,DOT,Department of Transportation,Highway Services,M,52028.44,6692.13,0.0,78201,Junior,Other,4,1,Ph.D,2342.2455,195603.0274105875
601,LIB,Department of Public Libraries,Bethesda Library,M,63425.0,0.0,3835.52,95113,Senior,Other,5,6,Master,958.88,80057.45948144194
602,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,87790.81,0.0,0.0,92101,Assistant,Asian,3,9,High School,0.0,1242.3542771853845
603,POL,Department of Police,FSB Traffic Division School Safety Section,F,72930.0,0.0,2050.56,90001,Senior,White,2,2,Ph.D,512.64,8881.902954743278
604,POL,Department of Police,POL 47 MSB Communications Division,F,42601.0,0.0,0.0,90001,Manager,Other,5,8,Ph.D,0.0,1242.3542771853845
605,HHS,Department of Health and Human Services,Child Welfare Services,F,163330.8,0.0,0.0,10001,Assistant,Black,3,5,Bachelor,0.0,1242.3542771853845
606,OAS,Office of Animal Services,Animal Services Division,F,43805.97,2293.7,0.0,92101,Junior,White,2,6,Ph.D,802.7949999999998,13205.898832038867
607,ABS,Alcohol Beverage Services,Beer Warehouse Operations,M,60555.0,10164.53,1253.36,60601,Assistant,Hispanic,2,6,Ph.D,3870.9255,323285.98522753915
608,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,M,80800.0,6809.65,0.0,60601,Assistant,White,1,1,Ph.D,2383.3775,199038.57665629417
609,REC,Department of Recreation,Aquatic Team Management,M,73439.73,1974.96,0.0,10001,Manager,White,5,2,Master,691.236,57702.501241679405
610,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,106250.0,18747.6,0.0,10001,Assistant,Native American,1,10,Master,6561.659999999999,99026.6102376733
611,POL,Department of Police,PSB 3rd District Patrol,M,55154.0,2779.47,0.0,85001,Assistant,Asian,1,2,Master,972.8144999999998,81221.33823677353
612,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,101350.0,0.0,0.0,10001,Assistant,Asian,3,9,Bachelor,0.0,1242.3542771853845
613,POL,Department of Police,POL 47 MSB Training and Education Division,F,17415.5,0.0,0.0,77001,Senior,Hispanic,2,3,Bachelor,0.0,1242.3542771853845
614,DGS,Department of General Services,Fleet Management Fleet Services,M,106250.0,4572.5,0.0,19102,Assistant,Other,2,8,High School,1600.375,133638.3129136746
615,FRS,Fire and Rescue Services,Station 22,M,81546.0,1198.7,0.0,10001,Junior,Pacific Islander,1,6,Master,419.545,35009.517430649365
616,FRS,Fire and Rescue Services,FRS 45 Station 18,M,117435.0,13898.74,3781.15,77001,Junior,Other,2,4,Ph.D,5809.8465,485234.31205421424
617,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,83913.0,19423.83,0.0,10001,Senior,Pacific Islander,3,7,Master,6798.3405,567798.2480671861
618,FRS,Fire and Rescue Services,Station 11,M,87356.0,9057.46,3035.76,19102,Manager,White,5,10,Master,3929.051,328140.9161251693
619,COR,Correction and Rehabilitation,DS MCCF Case Managers Unit 3,F,60088.66,0.0,0.0,95113,Manager,Native American,3,7,Ph.D,0.0,1242.3542771853845
620,HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,86817.49,0.0,0.0,85001,Senior,Native American,2,9,Bachelor,0.0,1242.3542771853845
621,COR,Correction and Rehabilitation,DS MCDC Custody and Security,M,120190.0,1379.32,5611.48,19102,Senior,Other,1,1,Master,1885.632,157464.3965269816
622,POL,Department of Police,PSB 4th District Patrol,M,95112.0,4242.09,6724.51,19102,Assistant,Asian,1,7,Ph.D,3165.859,264395.323887268
623,COR,Correction and Rehabilitation,MSD Fiscal Services,F,101350.0,0.0,0.0,92101,Senior,Native American,3,9,Bachelor,0.0,1242.3542771853845
624,POL,Department of Police,CRB Community Engagement Division Community Resource Section,M,91894.0,8898.32,0.0,90001,Senior,Native American,5,10,Master,3114.412,260098.2145309549
625,POL,Department of Police,CRB Community Engagement Division Community Resource Section,F,95112.0,4302.55,3304.47,90001,Junior,White,2,1,Bachelor,2332.01,35994.819772565745
626,ABS,Alcohol Beverage Services,Liquor and WIne Loading,M,40392.95,2722.56,0.0,10001,Junior,Pacific Islander,2,7,Master,952.896,79557.64603482353
627,HHS,Department of Health and Human Services,Child Welfare Services,F,63425.0,0.0,3835.52,10001,Assistant,Pacific Islander,3,9,Bachelor,958.88,15531.93455952136
628,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,140597.65,0.0,0.0,78201,Assistant,Black,3,10,Bachelor,0.0,1242.3542771853845
629,FRS,Fire and Rescue Services,Station 31,M,95340.0,19272.83,0.0,85001,Senior,Other,3,2,High School,6745.4905,563383.9531718346
630,DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,45634.8,1122.15,0.0,92101,Senior,Hispanic,5,9,Master,392.7525,32771.67455489337
631,CEX,Offices of the County Executive,Chief Administrative Officer's Office,F,60932.55,0.0,0.0,92101,Senior,Pacific Islander,3,1,High School,0.0,1242.3542771853845
632,DOT,Department of Transportation,Transit Nicholson Ride On,M,69159.1,10058.89,0.0,92101,Manager,Hispanic,5,4,Bachelor,3520.6114999999995,294026.0173567698
633,ABS,Alcohol Beverage Services,Liquor and Wine Delivery Operations,M,64429.1,4451.91,0.0,78201,Assistant,Asian,5,1,Bachelor,1558.1684999999998,130113.01608300944
634,CEC,Community Engagement Cluster,Regional Services Centers,M,145000.0,0.0,0.0,92101,Assistant,Asian,1,8,Master,0.0,-32.96794059444101
635,FIN,Department of Finance,FIN 32 General Accounting,M,99852.0,0.0,0.0,78201,Senior,White,1,9,Ph.D,0.0,-32.96794059444101
636,POL,Department of Police,MSB Training and Education Division,M,99865.0,11339.57,3469.57,77001,Senior,Other,3,7,High School,4836.242,403914.02114709554
637,DOT,Department of Transportation,Transit Management Services,F,101350.0,0.0,0.0,78201,Assistant,Other,4,5,High School,0.0,1242.3542771853845
638,FRS,Fire and Rescue Services,Station 24,M,73548.0,0.0,0.0,19102,Manager,White,2,4,Bachelor,0.0,-32.96794059444101
639,POL,Department of Police,PSB 4th District Patrol,F,71051.79,9296.78,0.0,90001,Senior,Hispanic,2,8,High School,3253.873,49732.759189192526
640,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,76419.0,25169.2,0.0,85001,Senior,Other,4,6,High School,8809.22,735756.9067619245
641,POL,Department of Police,FSB Security Services Division,M,69604.0,224.91,0.0,78201,Manager,Native American,5,8,Ph.D,78.71849999999999,6541.992754196953
642,POL,Department of Police,ISB Special Victims Investigations Division Exploitation and Registry,M,95112.0,30651.66,3304.47,78201,Assistant,Hispanic,4,7,Ph.D,11554.1985,965031.1656152748
643,ABS,Alcohol Beverage Services,Beer Delivery Operations,M,69604.0,4356.14,4207.77,90001,Senior,Asian,2,2,Master,2576.5915000000005,215176.7710538428
644,DGS,Department of General Services,Fleet Management Fleet Services,M,75701.36,0.0,0.0,95113,Senior,Asian,3,6,High School,0.0,-32.96794059444101
645,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,186000.0,0.0,0.0,10001,Assistant,Black,5,8,High School,0.0,-32.96794059444101
646,ABS,Alcohol Beverage Services,Fallsgrove,M,55865.63,170.69,0.0,19102,Senior,Pacific Islander,5,10,High School,59.7415,4956.939315614456
647,POL,Department of Police,PSB 3rd District Patrol,M,62037.0,3617.13,0.0,77001,Junior,Other,2,4,High School,1265.9955,105709.273746973
648,DOT,Department of Transportation,DOT 50 Transit Safety and Instruction,F,101350.0,0.0,2013.44,90001,Junior,Asian,2,10,Bachelor,503.36,8743.609002402967
649,TBS,Department of Technology and Enterprise Business Solutions,OBP Fibernet Operations (GF),M,152785.0,759.89,0.0,19102,Senior,Pacific Islander,1,4,Bachelor,265.9615,22181.459529793858
650,FRS,Fire and Rescue Services,Station 40,M,96088.0,24311.53,3339.7,75201,Assistant,Hispanic,5,3,Bachelor,9343.9605,780421.0933179831
651,ABS,Alcohol Beverage Services,Liquor and WIne Loading,M,43271.0,947.22,0.0,75201,Assistant,Pacific Islander,2,1,High School,331.527,27657.81623672228
652,HHS,Department of Health and Human Services,Child Welfare Services,F,55771.0,0.0,0.0,85001,Senior,Other,1,10,Ph.D,0.0,1242.3542771853845
653,FRS,Fire and Rescue Services,Station 28,M,96088.0,12295.37,0.0,60601,Junior,Hispanic,3,1,Master,4303.3795,359406.69449290016
654,CAT,County Attorney's Office,Finance and Procurement,F,101350.0,0.0,1398.4,60601,Manager,Other,2,9,High School,349.6,6452.221274833325
655,REC,Department of Recreation,Countywide Programs,F,84695.99,0.0,0.0,90001,Assistant,Native American,5,1,Ph.D,0.0,1242.3542771853845
656,FRS,Fire and Rescue Services,Station 31,M,75522.0,46865.38,0.0,78201,Assistant,White,2,4,High School,16402.882999999998,1370017.4141965387
657,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,51297.0,0.0,0.0,75201,Manager,Hispanic,5,4,Master,0.0,-32.96794059444101
658,COR,Correction and Rehabilitation,DS Food Services,M,57909.51,10127.66,0.0,60601,Assistant,Asian,3,10,Bachelor,3544.681,296036.4217273217
659,HHS,Department of Health and Human Services,Aging & Disability Services Division,M,87969.0,0.0,1419.84,85001,Manager,Native American,3,8,Ph.D,354.96,29615.05696108881
660,FRS,Fire and Rescue Services,Station 24,M,68658.0,30139.13,0.0,60601,Assistant,Native American,4,8,Bachelor,10548.6955,881046.5533132766
661,FRS,Fire and Rescue Services,Station 25,M,64091.0,41660.7,0.0,19102,Junior,White,1,1,Master,14581.244999999995,1217865.1469386716
662,OAG,Office of Agriculture,Agricultural Services,F,82803.89,0.0,0.0,92101,Assistant,Asian,1,7,Master,0.0,1242.3542771853845
663,LIB,Department of Public Libraries,Technology Management,M,125975.63,0.0,0.0,95113,Junior,Other,3,4,High School,0.0,-32.96794059444101
664,POL,Department of Police,MSB Training and Education Division,F,82882.0,5558.21,0.0,19102,Junior,Black,2,6,High School,1945.3735,30233.021313080302
665,COR,Correction and Rehabilitation,DS Health Services,F,116825.0,249.02,0.0,75201,Manager,Other,1,4,High School,87.157,2541.199751767768
666,FRS,Fire and Rescue Services,Field Recruits,M,48942.0,566.24,0.0,75201,Junior,Native American,1,8,Ph.D,198.184,16520.345579563305
667,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,121731.4,0.0,0.0,75201,Assistant,Hispanic,1,6,High School,0.0,1242.3542771853845
668,POL,Department of Police,PSB 6th District Patrol,M,67420.0,897.6,0.0,90001,Manager,Hispanic,4,8,Master,314.16,26207.23800687235
669,BOE,Board of Elections,Registration Services,M,66329.51,0.0,0.0,92101,Senior,Asian,1,10,Ph.D,0.0,-32.96794059444101
670,HHS,Department of Health and Human Services,Public Health Services Division,M,70000.0,0.0,0.0,60601,Senior,Black,3,9,Bachelor,0.0,-32.96794059444101
671,POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,M,101350.0,132619.66,0.0,19102,Manager,White,5,4,Master,46416.881,3876935.8278292622
672,FIN,Department of Finance,Tax Operations,F,128482.0,0.0,0.0,78201,Assistant,Hispanic,2,8,Master,0.0,1242.3542771853845
673,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,F,48073.0,17671.29,0.0,95113,Assistant,Hispanic,3,2,High School,6184.9515,93412.76246340714
674,HHS,Department of Health and Human Services,Chief Operating Officer Division,M,116825.0,0.0,0.0,95113,Senior,Other,5,7,High School,0.0,-32.96794059444101
675,FRS,Fire and Rescue Services,Station 4,M,64091.0,21100.07,0.0,60601,Manager,Native American,5,2,Ph.D,7385.024499999999,616801.0141293315
676,FRS,Fire and Rescue Services,Emergency Medical & Integrated Healthcare Services,M,119197.0,144565.17,8427.91,60601,Senior,Other,2,1,High School,52704.787,4402133.015307974
677,FRS,Fire and Rescue Services,Field Relief Personnel,M,119197.0,121581.74,8429.2,78201,Assistant,Native American,1,1,Ph.D,44660.909,3730268.311538248
678,POL,Department of Police,PSB 3rd District Patrol,F,55154.0,4226.37,0.0,77001,Junior,Native American,3,7,Master,1479.2295,23286.37302431714
679,DEP,Department of Environmental Protection,Waste Reduction and Recycling,F,146923.0,0.0,0.0,78201,Manager,Hispanic,3,6,High School,0.0,1242.3542771853845
680,POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,M,85783.0,2141.91,0.0,19102,Manager,Other,3,7,Bachelor,749.6684999999999,62583.07430644052
681,SHF,Sheriff's Office,SHF 48 Court and Transport,M,50990.0,0.0,0.0,60601,Assistant,Black,1,4,High School,0.0,-32.96794059444101
682,HHS,Department of Health and Human Services,School Health Services,F,49085.39,1112.18,0.0,95113,Assistant,White,2,8,Master,389.263,7043.293799798171
683,POL,Department of Police,PSB 5th District Patrol,M,95112.0,6353.55,2295.27,19102,Senior,White,5,3,Bachelor,2797.56,233633.15935248928
684,COR,Correction and Rehabilitation,PTS Pre-Trial Services,F,66446.0,0.0,1980.16,78201,Senior,Other,3,3,High School,495.04,8619.621320994413
685,FRS,Fire and Rescue Services,Third Battalion - Administration,M,88999.0,33954.69,0.0,90001,Assistant,Other,5,3,Master,11884.1415,992589.6462331924
686,FRS,Fire and Rescue Services,Station 10,M,84401.0,8709.66,0.0,92101,Assistant,Black,1,3,Bachelor,3048.381,254582.9769484581
687,FRS,Fire and Rescue Services,Station 22,M,84401.0,10088.03,0.0,75201,Manager,Asian,1,1,Bachelor,3530.8105,294877.8885703496
688,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,45634.8,6296.79,0.0,77001,Manager,Pacific Islander,3,4,Master,2203.8765,184045.7602322547
689,DPS,Department of Permitting Services,DPS 75 Information Technology Services,M,135000.0,0.0,0.0,92101,Senior,White,1,6,High School,0.0,-32.96794059444101
690,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,102452.62,0.0,0.0,60601,Assistant,Other,3,1,Master,0.0,1242.3542771853845
691,FRS,Fire and Rescue Services,Station 18,M,96088.0,51227.13,0.0,85001,Assistant,Asian,3,9,Bachelor,17929.495499999997,1497527.6841289843
692,LIB,Department of Public Libraries,Marilyn J Praisner Library,M,19513.51,0.0,0.0,10001,Manager,Pacific Islander,3,5,High School,0.0,-32.96794059444101
693,DOT,Department of Transportation,Transit Gaithersburg Ride On,F,50596.22,12805.56,0.0,10001,Assistant,Black,5,9,Bachelor,4481.946,68033.95196208297
694,POL,Department of Police,PSB 6th District Patrol,M,64209.0,3332.8,0.0,90001,Senior,White,4,5,Bachelor,1166.48,97397.24416024926
695,POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,95112.0,9769.84,1408.44,90001,Senior,Hispanic,1,8,Ph.D,3771.554,314985.98323712446
696,SHF,Sheriff's Office,Warrant Section,M,72843.0,879.37,0.0,92101,Junior,Other,4,9,Ph.D,307.7795,25674.306907917
697,HHS,Department of Health and Human Services,Child Welfare Services,F,70056.61,0.0,0.0,19102,Assistant,Hispanic,4,1,High School,0.0,1242.3542771853845
698,OAS,Office of Animal Services,Animal Services Division,F,87969.0,2557.71,1820.16,77001,Senior,Black,5,5,Bachelor,1350.2385,21364.10198915237
699,SHF,Sheriff's Office,Child Support,M,92679.0,1692.33,0.0,75201,Manager,Hispanic,4,5,High School,592.3154999999999,49440.16901470465
700,HHS,Department of Health and Human Services,School Health Services,F,45821.07,1381.11,0.0,95113,Manager,Pacific Islander,1,10,Master,483.3884999999999,8445.986408742996
701,POL,Department of Police,MSB Communications Division,F,53350.82,6128.87,0.0,95113,Assistant,Pacific Islander,4,1,Master,2145.1045,33209.485687528875
702,POL,Department of Police,POL 47 PSB 1st District Station,F,82691.0,0.0,191.04,10001,Junior,Other,2,9,High School,47.76,1954.091256040263
703,POL,Department of Police,POL 47 MSB Training and Education Division,F,17758.59,0.0,0.0,19102,Manager,Other,2,4,Bachelor,0.0,1242.3542771853845
704,FRS,Fire and Rescue Services,Emergency Medical & Integrated Healthcare Services,M,85866.6,0.0,0.0,95113,Senior,White,4,8,Ph.D,0.0,-32.96794059444101
705,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,F,63721.0,5713.54,0.0,19102,Junior,Native American,3,5,Master,1999.739,31043.19586760156
706,LIB,Department of Public Libraries,Quince Orchard Library,F,59365.47,0.0,0.0,10001,Assistant,Hispanic,3,2,Master,0.0,1242.3542771853845
707,HHS,Department of Health and Human Services,School Health Services,F,86740.01,0.0,0.0,60601,Manager,Pacific Islander,1,2,High School,0.0,1242.3542771853845
708,LIB,Department of Public Libraries,LIB 71 Olney Library,F,31244.0,0.0,342.76,85001,Junior,Black,5,5,Ph.D,85.69,2519.337981500178
709,POL,Department of Police,PSB 5th District Patrol,F,64209.0,7515.84,0.0,90001,Junior,White,1,5,Bachelor,2630.544,40443.68257083756
710,DOT,Department of Transportation,Commuter Services,F,92211.0,0.0,106.4,75201,Junior,Other,4,3,Master,26.6,1638.7572009194666
711,FIN,Department of Finance,Financial Analysis Audit and Compliance,M,109761.0,0.0,0.0,85001,Junior,Pacific Islander,2,2,Bachelor,0.0,-32.96794059444101
712,FRS,Fire and Rescue Services,Station 20,M,64091.0,22344.94,0.0,90001,Senior,Pacific Islander,2,2,Ph.D,7820.728999999999,653193.2213238758
713,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,0.0,0.0,95113,Assistant,Hispanic,4,9,Bachelor,0.0,-32.96794059444101
714,DGS,Department of General Services,Fleet Management Fleet Services,M,83931.0,491.38,2500.16,95113,Manager,Pacific Islander,2,3,High School,797.0229999999999,66538.35770515236
715,OAG,Office of Agriculture,Soil Conservation,M,142549.21,0.0,0.0,92101,Assistant,Native American,2,5,Bachelor,0.0,-32.96794059444101
716,FRS,Fire and Rescue Services,Station 26,M,56980.0,2486.52,0.0,95113,Manager,Hispanic,3,9,Master,870.2819999999999,72657.3138023814
717,SHF,Sheriff's Office,Sheriff Domestic Violence,F,72930.0,1375.85,2172.56,75201,Manager,White,3,8,Bachelor,1024.6875,16512.62198071048
718,HHS,Department of Health and Human Services,School Health Services,F,80982.2,2082.72,0.0,95113,Manager,Pacific Islander,3,10,Ph.D,728.9519999999999,12105.46345244128
719,DHS,Office of Emergency Management and Homeland Security,Operations and Training,M,110098.79,0.0,0.0,90001,Senior,Asian,4,7,Ph.D,0.0,-32.96794059444101
720,FIN,Department of Finance,General Accounting,F,101350.0,0.0,0.0,85001,Manager,Other,1,5,High School,0.0,1242.3542771853845
721,COR,Correction and Rehabilitation,DS MCDC Central Processing Unit,M,78959.0,10267.8,0.0,77001,Manager,White,2,3,Ph.D,3593.73,300133.2381951002
722,POL,Department of Police,PSB 3rd District Patrol,M,80077.0,7769.32,0.0,60601,Senior,White,1,8,Bachelor,2719.262,227093.32090941968
723,LIB,Department of Public Libraries,Olney Library,F,31663.89,0.0,0.0,78201,Junior,Asian,1,1,High School,0.0,1242.3542771853845
724,HHS,Department of Health and Human Services,Child Welfare Services,F,63425.0,0.0,0.0,75201,Senior,Native American,3,5,Master,0.0,1242.3542771853845
725,LIB,Department of Public Libraries,Rockville Library,F,61101.27,0.0,0.0,60601,Assistant,Pacific Islander,1,10,Bachelor,0.0,1242.3542771853845
726,LIB,Department of Public Libraries,Marilyn J Praisner Library,F,80782.9,0.0,0.0,95113,Assistant,Asian,2,3,Ph.D,0.0,1242.3542771853845
727,POL,Department of Police,PSB 2nd District Special Assignment Team,M,95112.0,12831.17,0.0,10001,Manager,White,4,3,Ph.D,4490.9095,375070.13293614064
728,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,58060.91,8871.24,0.0,60601,Senior,Pacific Islander,5,4,Ph.D,3104.934,259306.5648238945
729,HCA,Department of Housing and Community Affairs,Community Development Neighborhood Revitalization,F,111407.0,0.0,6735.04,90001,Manager,Hispanic,4,4,Bachelor,1683.76,26334.36130224172
730,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,63425.0,0.0,3835.52,85001,Manager,Other,5,8,High School,958.88,15531.93455952136
731,FRS,Fire and Rescue Services,Station 35,M,84401.0,50.73,0.0,77001,Assistant,Black,3,10,Bachelor,17.755499999999998,1450.0597417974818
732,POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,25302.14,0.0,0.0,95113,Manager,Hispanic,3,2,Master,0.0,1242.3542771853845
733,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,87969.0,0.0,1620.0,92101,Junior,Native American,3,6,Ph.D,405.0,7277.8123265200975
734,HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,53125.0,0.0,2140.71,95113,Senior,Native American,2,10,Bachelor,535.1775,9217.765018414591
735,DOT,Department of Transportation,Transit Gaithersburg Ride On,M,45634.8,5023.06,0.0,85001,Senior,Hispanic,1,6,Master,1758.071,146809.86727161868
